Survey,StartUTC,Lat,Lon,Project,MARLIN,MARLIN UUID,Averaging Period,U Ship,V Ship,Bottom Depth,Depth,U,V,Avg QC,Bin Attendance
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,16.8,0.77,-0.12,6.8,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,24.8,0.73,-0.12,5.6,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,32.8,0.69,-0.1,6,99
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,40.8,0.67,-0.06,6.2,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,48.8,0.66,-0.07,5.8,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,56.8,0.67,-0.05,6.1,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,64.8,0.62,-0.04,5.8,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,72.8,0.57,-0.06,6.1,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,80.8,0.53,-0.07,6.3,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,88.8,0.52,-0.04,6,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,96.8,0.5,-0.01,5.9,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,104.8,0.48,0,5.9,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,112.8,0.48,0,5.7,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,120.8,0.45,0.02,6.5,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,128.8,0.43,0.02,5.8,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,136.8,0.38,0.03,5.3,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,144.8,0.37,0.02,5.2,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,152.8,0.37,0,5.2,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,160.8,0.38,-0.03,5,100
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,168.8,0.38,-0.03,5.2,99
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,176.8,0.4,-0.05,5.5,99
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,184.8,0.41,-0.05,4.9,99
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,192.8,0.41,-0.04,5,99
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,200.8,0.42,-0.03,5,99
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,208.8,0.41,-0.03,5.1,99
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,216.8,0.38,-0.04,5.1,98
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,224.8,0.37,-0.05,5.2,96
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,232.8,0.38,-0.02,5.2,94
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,240.8,0.39,0.01,4.8,91
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,248.8,0.39,0.03,5.2,86
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,256.8,0.39,0.05,4.8,74
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,264.8,0.37,0.06,5.2,68
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,272.8,0.35,0.09,4.6,67
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,280.8,0.35,0.08,5.2,55
SS200408,4/09/2004 18:20,-33.556,153,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,0.31,-0.07,4840,288.8,0.32,0.08,5,36
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,16.8,0.77,-0.06,6,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,24.8,0.76,-0.05,5.4,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,32.8,0.76,-0.01,5.8,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,40.8,0.77,-0.03,5.9,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,48.8,0.77,-0.04,5.9,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,56.8,0.74,-0.01,6.1,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,64.8,0.63,0,6.1,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,72.8,0.56,0,6,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,80.8,0.53,-0.01,6.2,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,88.8,0.53,0,6.1,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,96.8,0.52,0.01,6.2,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,104.8,0.49,0.02,5.9,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,112.8,0.49,0.01,5.7,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,120.8,0.49,-0.01,6.2,100
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,128.8,0.45,0.02,5.8,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,136.8,0.42,0.04,6,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,144.8,0.42,0.01,5.6,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,152.8,0.42,0,5,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,160.8,0.42,-0.01,5,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,168.8,0.44,-0.01,5.2,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,176.8,0.44,0,5,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,184.8,0.45,0,4.8,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,192.8,0.45,0,4.8,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,200.8,0.44,0,5,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,208.8,0.42,0,4.9,99
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,216.8,0.41,-0.01,5.1,98
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,224.8,0.4,0,5,98
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,232.8,0.41,0.02,4.9,98
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,240.8,0.42,0.05,4.8,96
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,248.8,0.42,0.07,4.8,93
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,256.8,0.39,0.09,4.7,91
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,264.8,0.36,0.12,4.9,90
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,272.8,0.34,0.11,4.9,84
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,280.8,0.33,0.11,4.8,68
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,288.8,0.32,0.08,4.9,53
SS200408,4/09/2004 18:40,-33.569,153.002,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.3,4839,296.8,0.3,0.08,5.2,39
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,16.8,0.82,-0.04,6,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,24.8,0.82,-0.04,6,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,32.8,0.82,-0.02,6.1,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,40.8,0.81,-0.02,6.3,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,48.8,0.77,-0.01,6.2,99
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,56.8,0.73,0.02,6,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,64.8,0.62,0.03,6.2,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,72.8,0.57,0.05,5.9,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,80.8,0.55,0.02,6.1,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,88.8,0.52,0.03,6,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,96.8,0.52,0.01,6,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,104.8,0.51,0,6,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,112.8,0.5,0.02,6.1,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,120.8,0.48,0.04,5.7,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,128.8,0.46,0.06,5.7,99
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,136.8,0.43,0.04,5.7,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,144.8,0.44,0.04,5.1,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,152.8,0.44,0.01,5.1,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,160.8,0.44,0,5.2,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,168.8,0.46,0.01,5.3,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,176.8,0.47,0.02,5.7,99
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,184.8,0.47,0.02,5,99
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,192.8,0.46,0.03,4.9,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,200.8,0.44,0.04,4.7,100
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,208.8,0.44,0.03,4.7,99
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,216.8,0.43,0.03,5,99
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,224.8,0.43,0.04,5,99
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,232.8,0.44,0.05,4.8,98
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,240.8,0.43,0.07,4.7,98
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,248.8,0.41,0.1,5.1,97
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,256.8,0.38,0.11,4.9,96
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,264.8,0.34,0.11,4.7,94
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,272.8,0.33,0.11,4.8,91
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,280.8,0.31,0.09,5.1,84
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,288.8,0.31,0.08,5,75
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,296.8,0.29,0.06,4.9,63
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,304.8,0.28,0.04,4.7,51
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,312.8,0.27,0.03,4.4,45
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,320.8,0.29,0.02,4.3,47
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,328.8,0.29,0.02,4.7,57
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,336.8,0.29,0.04,4.7,52
SS200408,4/09/2004 19:00,-33.584,153.001,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.05,-1.13,4838,344.8,0.28,0.03,4.5,36
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,16.8,0.79,-0.1,6.5,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,24.8,0.78,-0.09,5.8,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,32.8,0.77,-0.07,5.9,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,40.8,0.75,-0.07,6.2,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,48.8,0.76,-0.08,6.4,99
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,56.8,0.75,-0.06,5.7,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,64.8,0.67,-0.02,6.4,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,72.8,0.57,-0.03,6.4,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,80.8,0.54,-0.05,6.4,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,88.8,0.52,-0.06,5.9,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,96.8,0.52,-0.06,5.8,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,104.8,0.49,-0.05,5.8,100
SS200408,4/09/2004 19:20,-33.574,153.004,National Facility External Users: J. Middleton (University of NSW),6384,f07cf68b-5a14-4600-a28d-8e58e3b823e0,1200,-0.21,1.91,4839,112.8,0.47,-0.05,5.7,100
